ref_area.label,indicator.label,source.label,sex.label,classif1.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2010Q3,4.8,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2010Q4,4.4,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2011Q1,5.1,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2011Q2,4.4,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2011Q3,4,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2011Q4,4.8,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2012Q1,4.7,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2012Q2,4.8,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2012Q3,5.1,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2012Q4,4.9,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2013Q1,5.7,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2013Q2,5,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2013Q3,5.3,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2013Q4,5.4,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2014Q1,6,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2014Q2,5.4,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2014Q3,5.6,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2014Q4,5.6,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2015Q1,5.8,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2015Q2,5.8,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2015Q3,5.6,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2015Q4,5.7,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2016Q1,6.3,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2016Q2,6.1,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2016Q3,6.1,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2016Q4,5.6,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2017Q1,6,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2017Q2,5.4,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2017Q3,5.5,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2017Q4,5.3,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2018Q1,5.3,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2018Q2,4.6,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2018Q3,4.9,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2018Q4,4.6,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2019Q1,4.9,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2019Q2,4.5,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2019Q3,4.4,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2019Q4,4.2,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2020Q1,4.7,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2020Q2,5.7,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2020Q3,5.7,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2020Q4,5.5,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2021Q1,7.9,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2021Q2,6.5,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Austria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2021Q3,5.3,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2008Q1,7.1,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2008Q2,6.3,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2008Q3,7.7,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2008Q4,6.8,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2009Q1,7.9,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2009Q2,7.5,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2009Q3,8.2,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2009Q4,8.1,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2010Q1,8.6,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2010Q2,8.1,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2010Q3,8.7,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2010Q4,7.9,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2011Q1,7.2,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2011Q2,6.6,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2011Q3,7.8,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2011Q4,7.1,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2012Q1,7.2,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2012Q2,7,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2012Q3,7.7,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2012Q4,8.3,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2013Q1,8.5,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2013Q2,8.1,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2013Q3,8.7,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2013Q4,8.5,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2014Q1,8.7,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2014Q2,8.2,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2014Q3,8.7,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2014Q4,8.6,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2015Q1,8.8,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2015Q2,8.4,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2015Q3,8.2,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2015Q4,8.7,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2016Q1,8.3,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2016Q2,7.9,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2016Q3,7.9,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2016Q4,7.2,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2017Q1,7.7,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2017Q2,7,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2017Q3,7.2,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2017Q4,6.4,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2018Q1,6.2,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2018Q2,6.1,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2018Q3,5.9,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2018Q4,5.7,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2019Q1,5.6,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2019Q2,5.3,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2019Q3,5.3,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2019Q4,5.2,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2020Q1,5.1,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2020Q2,4.9,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2020Q3,6.5,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2020Q4,5.8,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2021Q1,6.7,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2021Q2,6.1,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2021Q3,6.5,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Belgium,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2021Q4,5.8,,,Frequency: Quarterly,Age coverage - maximum age: 64 years old
Bulgaria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2008Q1,6.5,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,Age coverage - maximum age: 74 years old
Bulgaria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2008Q2,5.8,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Bulgaria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2008Q3,5.1,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Bulgaria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2008Q4,5,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Bulgaria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2009Q1,6.4,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Bulgaria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2009Q2,6.3,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Bulgaria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2009Q3,6.7,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Bulgaria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2009Q4,7.9,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Bulgaria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2010Q1,10.2,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,Age coverage - maximum age: 74 years old
Bulgaria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2010Q2,10,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Bulgaria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2010Q3,9.6,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Bulgaria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2010Q4,11.4,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Bulgaria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2011Q1,12.2,Break in series,,Frequency: Quarterly | Break in series: Methodology revised,Age coverage - maximum age: 74 years old
Bulgaria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2011Q2,11.2,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Bulgaria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2011Q3,10.3,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Bulgaria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2011Q4,11.4,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Bulgaria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2012Q1,12.9,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Bulgaria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2012Q2,12.3,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Bulgaria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2012Q3,11.5,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Bulgaria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2012Q4,12.4,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Bulgaria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2013Q1,13.8,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Bulgaria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2013Q2,13,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Bulgaria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2013Q3,12,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Bulgaria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2013Q4,13.1,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Bulgaria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2014Q1,13,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Bulgaria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2014Q2,11.4,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Bulgaria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2014Q3,10.8,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Bulgaria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2014Q4,10.6,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Bulgaria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2015Q1,10.6,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Bulgaria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2015Q2,9.9,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Bulgaria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2015Q3,8.3,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
Bulgaria,Unemployment rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,2015Q4,7.9,,,Frequency: Quarterly,Age coverage - maximum age: 74 years old
