ref_area.label,indicator.label,source.label,sex.label,classif1.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): Total,2010Q4,11759.351,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 15-24,2010Q4,2092.381,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 25-34,2010Q4,2586.342,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 35-44,2010Q4,2609.486,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 45-54,2010Q4,2531.691,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 55-64,2010Q4,1600.231,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 65+,2010Q4,339.221,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): Total,2011Q1,11779.943,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 15-24,2011Q1,2134.195,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 25-34,2011Q1,2603.116,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 35-44,2011Q1,2605.512,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 45-54,2011Q1,2511.141,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 55-64,2011Q1,1595.505,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 65+,2011Q1,330.474,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): Total,2011Q2,11782.081,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 15-24,2011Q2,2056.478,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 25-34,2011Q2,2623.732,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 35-44,2011Q2,2623.753,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 45-54,2011Q2,2520.548,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 55-64,2011Q2,1619.277,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 65+,2011Q2,338.293,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): Total,2011Q3,11816.095,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 15-24,2011Q3,2047.867,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 25-34,2011Q3,2642.22,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 35-44,2011Q3,2625.31,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 45-54,2011Q3,2520.787,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 55-64,2011Q3,1632.585,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 65+,2011Q3,347.325,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): Total,2011Q4,11878.288,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 15-24,2011Q4,2073.868,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 25-34,2011Q4,2656.75,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 35-44,2011Q4,2627.717,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 45-54,2011Q4,2527.365,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 55-64,2011Q4,1626.631,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 65+,2011Q4,365.957,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): Total,2012Q1,11911.509,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 15-24,2012Q1,2119.971,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 25-34,2012Q1,2663.761,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 35-44,2012Q1,2630.87,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 45-54,2012Q1,2509.928,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 55-64,2012Q1,1620.045,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 65+,2012Q1,366.934,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): Total,2012Q2,11966.774,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 15-24,2012Q2,2072.311,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 25-34,2012Q2,2684.524,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 35-44,2012Q2,2652.396,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 45-54,2012Q2,2518.635,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 55-64,2012Q2,1647.629,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 65+,2012Q2,391.279,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): Total,2012Q3,11975.23,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 15-24,2012Q3,2033.533,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 25-34,2012Q3,2707.53,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 35-44,2012Q3,2658.106,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 45-54,2012Q3,2525.937,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 55-64,2012Q3,1660.994,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 65+,2012Q3,389.13,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): Total,2012Q4,12052.081,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 15-24,2012Q4,2082.317,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 25-34,2012Q4,2723.878,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 35-44,2012Q4,2657.235,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 45-54,2012Q4,2530.386,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 55-64,2012Q4,1666.186,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 65+,2012Q4,392.079,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): Total,2013Q1,12110.841,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 15-24,2013Q1,2117.267,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 25-34,2013Q1,2748.866,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 35-44,2013Q1,2660.855,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 45-54,2013Q1,2531.292,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 55-64,2013Q1,1664.477,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 65+,2013Q1,388.084,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): Total,2013Q2,12166.144,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 15-24,2013Q2,2062.46,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 25-34,2013Q2,2778.967,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 35-44,2013Q2,2671.505,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 45-54,2013Q2,2549.546,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 55-64,2013Q2,1691.046,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 65+,2013Q2,412.619,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): Total,2013Q3,12134.056,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 15-24,2013Q3,2045.94,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 25-34,2013Q3,2791.724,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 35-44,2013Q3,2638.009,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 45-54,2013Q3,2565.986,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 55-64,2013Q3,1685.373,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 65+,2013Q3,407.025,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): Total,2013Q4,12166.229,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 15-24,2013Q4,2061.376,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 25-34,2013Q4,2809.73,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 35-44,2013Q4,2653.891,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 45-54,2013Q4,2554.325,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 55-64,2013Q4,1683.736,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 65+,2013Q4,403.17,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): Total,2014Q1,12233.366,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 15-24,2014Q1,2106.145,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 25-34,2014Q1,2825.184,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 35-44,2014Q1,2651.206,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 45-54,2014Q1,2553.512,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 55-64,2014Q1,1687.039,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 65+,2014Q1,410.281,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): Total,2014Q2,12271.87,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 15-24,2014Q2,2057.426,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 25-34,2014Q2,2829.961,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 35-44,2014Q2,2660.792,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 45-54,2014Q2,2573.218,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 55-64,2014Q2,1716.577,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 65+,2014Q2,433.895,,,Frequency: Monthly,
Australia,Labour force by sex and age (thousands),LFS - Labour Force Survey,Sex: Total,Age (10-year bands): Total,2014Q3,12290.22,,,Frequency: Monthly,
